"ds","queryId","simTitle","simDescription","Median_Rating"
"62",189,0.447213595499958,0.132453235706504,4
"63",194,0,0,2
"64",195,0.384900179459751,0,4
"65",197,0.408248290463863,0.288675134594813,2
"66",199,0.365148371670111,0.261116483933547,2
"67",200,0,0,3
"68",201,0.577350269189626,0.145864991497895,2
"69",204,0.5,0.282842712474619,4
"70",211,0.816496580927726,0,4
"71",214,0.816496580927726,0.301511344577764,4
"72",215,0.654653670707977,0,4
"73",217,0.223606797749979,0.0753778361444409,4
"74",218,0.333333333333333,0.154303349962092,4
"75",220,0.612372435695795,0,4
"76",221,0.577350269189626,0.288675134594813,4
"77",228,0.577350269189626,0.258198889747161,4
"78",230,0.577350269189626,0,4
"79",232,0.534522483824849,0,4
"80",241,0.707106781186548,0.311085508419128,3
"81",243,0.707106781186548,0.264135271897687,4
"82",245,0.408248290463863,0.333333333333333,4
"83",247,0.534522483824849,0.098058067569092,2
"84",248,0.353553390593274,0,2
"85",249,0.192450089729875,0.103695169473043,1
"86",252,0.25,0.0936585811581694,2
"87",253,0.577350269189626,0.164398987305357,4
"88",265,0.288675134594813,0,4
"89",266,0.267261241912424,0.0944911182523068,1
"90",268,0,0,3
"91",269,0.408248290463863,0,4
"92",271,0.288675134594813,0.0785674201318386,2
"93",275,0.547722557505166,0,4
"94",276,0.5,0.262612865719445,4
"95",279,0.612372435695795,0.242535625036333,4
"96",281,0.5,0.101534616513362,3
"97",289,0,0,2
"98",290,0.447213595499958,0.185695338177052,4
"99",295,0.577350269189626,0.353553390593274,4
"100",296,0.471404520791032,0.0721687836487032,3
"101",299,0.353553390593274,0.115856889272698,3
"102",300,0.577350269189626,0,4
"103",302,0,0.176776695296637,4
"104",305,0,0,4
"105",307,0,0,3
"106",321,0,0.0800640769025436,4
"107",322,0.547722557505166,0,4
"108",323,0.774596669241483,0,3
"109",334,0.534522483824849,0.25,4
"110",336,0.5,0.229415733870562,4
"111",338,0,0,3
"112",339,0.516397779494322,0,4
"113",341,0.316227766016838,0.0573539334676404,4
"114",344,0.384900179459751,0.222222222222222,4
"115",346,0.288675134594813,0.0851256530758749,4
"116",348,0,0,1
"117",358,0.577350269189626,0.201007563051842,4
"118",364,0.316227766016838,0.125,4
"119",366,0.632455532033676,0,4
"120",367,0,0.333333333333333,4
"121",371,0,0,4
"122",372,0.447213595499958,0.333333333333333,4
"123",374,0.288675134594813,0.136082763487954,3
"124",381,0.426401432711221,0,4
"125",388,0.5,0.208514414057075,2
"126",389,0.632455532033676,0.158113883008419,4
"127",392,0.258198889747161,0.11322770341446,4
"128",393,1,0.098058067569092,4
"129",396,0.632455532033676,0.242535625036333,4
"130",398,0.288675134594813,0.196116135138184,4
"131",399,0.218217890235992,0,2
"132",406,0,0.0857492925712544,2
"133",412,0,0,1
"134",414,0.258198889747161,0.138013111868471,4
"135",415,0.577350269189626,0.11286652959662,4
"136",418,0.166666666666667,0,2
"137",422,0.182574185835055,0.0924500327042048,1
"138",424,0.25,0,4
"139",425,0.471404520791032,0.267261241912424,4
"140",428,0.471404520791032,0,4
"141",435,0.223606797749979,0,3
"142",437,0,0,3
"143",438,0.408248290463863,0,1
"144",440,0.433012701892219,0.280975743474508,3
"145",442,0.25,0.0653720450460613,4
"146",444,0.5,0,4
"147",449,0.204124145231932,0.117851130197758,1
"148",451,0.577350269189626,0,4
"149",459,0.5,0,4
"150",460,0.632455532033676,0.218217890235992,4
"151",461,0.204124145231932,0.320256307610174,2
"152",468,0.288675134594813,0,3
"153",472,0,0.196116135138184,4
"154",473,0.577350269189626,0.258198889747161,3
"155",476,0.577350269189626,0,4
"156",487,0,0,3
"157",495,0.25,0,4
"158",499,0,0.125,2
"159",502,0,0.101015254455221,1
"160",503,0.267261241912424,0.14142135623731,2
"161",504,0,0,4
"162",507,0.577350269189626,0.306186217847897,3
"163",512,0.235702260395516,0,4
"164",513,0.471404520791032,0.144337567297406,2
"165",518,0.267261241912424,0.106600358177805,4
"166",522,0,0,2
"167",524,0.353553390593274,0.131306432859723,4
"168",530,0.235702260395516,0.136082763487954,1
"169",535,0.632455532033676,0.21320071635561,4
"170",539,0.522232967867094,0,4
"171",540,0.267261241912424,0.116247638743819,4
"172",541,0.426401432711221,0.188982236504614,3
"173",544,0.447213595499958,0,4
"174",548,0.333333333333333,0,4
"175",551,0.235702260395516,0.196116135138184,4
"176",552,0.471404520791032,0,4
"177",556,0.577350269189626,0.157134840263677,4
"178",558,0.408248290463863,0.154303349962092,4
"179",563,0.288675134594813,0.154303349962092,1
"180",564,0.288675134594813,0.109108945117996,4
"181",567,0.612372435695795,0.288675134594813,4
"182",573,0.516397779494322,0,2
"183",574,0.267261241912424,0,4
"184",577,0.666666666666667,0,4
"185",578,0.426401432711221,0.267261241912424,4
"186",581,0,0.128036879932896,1
"187",584,0.218217890235992,0.0870388279778489,4
"188",587,0.462910049886276,0,4
"189",588,0.267261241912424,0.14142135623731,3
"190",592,0.288675134594813,0.11322770341446,2
"191",596,0.288675134594813,0.166666666666667,3
"192",603,0.447213595499958,0,4
"193",605,0.416025147168922,0.206040845923034,3
"194",607,0.577350269189626,0,4
"195",611,0,0,4
"196",613,0,0.0800640769025436,2
"197",622,0.316227766016838,0.102597835208515,1
"198",623,0.192450089729875,0.127515342612668,2
"199",625,0.471404520791032,0.267261241912424,4
"200",626,0.577350269189626,0,4
"201",631,0.436435780471985,0,4
"202",632,0.235702260395516,0,1
"203",633,0.182574185835055,0,1
"204",635,0.707106781186547,0.121267812518166,4
"205",636,0.204124145231932,0.191273013919001,4
"206",647,0,0,3
"207",653,0.534522483824849,0,2
"208",657,0.288675134594813,0,4
"209",662,0.192450089729875,0.109108945117996,3
"210",663,0.654653670707977,0,4
"211",664,0.267261241912424,0.0971285862357264,4
"212",665,0.353553390593274,0,4
"213",672,0.288675134594813,0.0971285862357264,1
"214",673,0.534522483824849,0,4
"215",674,0,0.0714285714285714,1
"216",676,0.400891862868637,0.433012701892219,4
"217",678,0.577350269189626,0,4
"218",687,0.339683110243379,0,4
"219",688,0.316227766016838,0.176776695296637,4
"220",689,0.632455532033676,0,4
"221",691,0.612372435695795,0.447213595499958,4
"222",695,0.447213595499958,0.110431526074847,2
"223",697,0.235702260395516,0.198029508595335,4
"224",698,0.666666666666667,0,4
"225",703,0.384900179459751,0,4
"226",705,0.577350269189626,0.223606797749979,4
"227",710,0.408248290463863,0.0758098043578903,3
"228",711,0.632455532033676,0.102062072615966,4
"229",723,0.218217890235992,0.192450089729875,1
"230",725,0.218217890235992,0,3
"231",726,0.707106781186547,0,4
"232",730,0.182574185835055,0.105409255338946,1
"233",732,0.384900179459751,0.102062072615966,3
"234",740,0.471404520791032,0.353553390593274,4
"235",743,0.577350269189626,0.392232270276368,4
"236",747,0.707106781186547,0,4
"237",750,0.408248290463863,0.098058067569092,4
"238",751,0.774596669241483,0.152943822580375,4
"239",755,0.204124145231932,0.0441941738241592,4
"240",762,0.235702260395516,0.115470053837925,2
"241",763,0,0,3
"242",766,0.235702260395516,0.103695169473043,2
"243",767,0.534522483824849,0,4
"244",771,0.547722557505166,0,4
"245",773,0.471404520791032,0.246182981958665,4
"246",779,0.447213595499958,0.208514414057075,4
"247",780,0,0,4
"248",784,0.353553390593274,0,3
"249",787,0.408248290463863,0.0920574617898323,4
"250",793,0.632455532033676,0.229415733870562,3
"251",799,0.25,0.0811107105653813,4
"252",810,0.516397779494322,0,4
"253",811,0.447213595499958,0,4
"254",816,0.182574185835055,0,1
"255",818,0.316227766016838,0,4
"256",821,0.577350269189626,0.516397779494322,4
"257",823,0.5,0.140719508946058,4
"258",824,0.534522483824849,0,4
"259",829,0.333333333333333,0.161690416690889,4
"260",831,0.894427190999916,0.227921152919276,4
"261",835,0.223606797749979,0,4
"262",838,0.577350269189626,0.462910049886276,4
"263",840,0.333333333333333,0.0592348877759092,1
"264",842,0.666666666666667,0,4
"265",844,0.612372435695795,0.27050089040023,4
"266",845,0.182574185835055,0.182574185835055,2
"267",854,0.384900179459751,0.174077655955698,2
"268",856,0.316227766016838,0.239045721866879,3
"269",857,0,0,4
"270",860,0.577350269189626,0.447213595499958,4
"271",863,0.707106781186548,0.218217890235992,3
"272",865,0.333333333333333,0.172132593164774,3
"273",867,0.288675134594813,0,3
"274",869,0.226455406828919,0.0833333333333333,3
"275",871,0.288675134594813,0,4
"276",876,0.174077655955698,0,3
"277",878,0.534522483824849,0.14142135623731,4
"278",881,0.5,0.167836271659338,4
"279",886,0.632455532033676,0.196116135138184,4
"280",887,0.707106781186547,0.280056016805602,4
"281",890,0.612372435695795,0,4
"282",892,0,0,2
"283",898,0,0,1
"284",900,0.408248290463863,0,3
"285",902,0.577350269189626,0.158113883008419,4
"286",906,0.707106781186548,0.240771706171538,4
"287",907,0.316227766016838,0.0932504808240314,3
"288",908,0,0.104257207028537,2
"289",913,0.534522483824849,0,4
"290",915,0,0,1
"291",916,0.258198889747161,0,3
"292",923,0,0,4
"293",924,0,0,3
"294",925,0.5,0.129099444873581,4
"295",928,0.436435780471985,0.123091490979333,3
"296",930,0.353553390593274,0.342997170285018,4
"297",932,0.534522483824849,0.246182981958665,4
"298",935,0,0,4
"299",944,0.577350269189626,0.0739221270954573,3
"300",947,0.333333333333333,0.0764719112901873,3
"301",949,0,0,1
"302",951,0.816496580927726,0.277350098112615,4
"303",954,0.632455532033676,0.210818510677892,3
"304",957,0.447213595499958,0,4
"305",958,0.353553390593274,0.192450089729875,3
"306",963,0,0.106600358177805,4
"307",965,0.218217890235992,0.117851130197758,1
"308",966,0.471404520791032,0.0671156055214024,4
"309",970,0.547722557505166,0,4
"310",973,0.288675134594813,0.109108945117996,2
"311",977,0.436435780471985,0.101273936708367,2
"312",979,0.218217890235992,0.251976315339485,4
"313",989,0.436435780471985,0.277350098112615,4
"314",993,0.426401432711221,0,4
"315",997,0.516397779494322,0.132453235706504,3
"316",998,0.577350269189626,0.251976315339485,4
"317",1004,0.267261241912424,0,4
"318",1008,0.353553390593274,0.140028008402801,2
"319",1011,0,0.058925565098879,4
"320",1017,0.707106781186547,0,4
"321",1025,0.408248290463863,0,4
"322",1026,0.348155311911396,0,4
"323",1029,0.5,0,2
"324",1035,0,0,4
"325",1041,0.316227766016838,0.121716123890037,4
"326",1044,0.5,0,4
"327",1047,0,0,4
"328",1048,0.707106781186547,0,4
"329",1053,0.436435780471985,0,4
"330",1057,0.707106781186547,0.185695338177052,4
"331",1060,0,0,4
"332",1061,0.223606797749979,0.105409255338946,4
"333",1063,0,0,4
"334",1070,0.447213595499958,0.180578779628654,3
"335",1072,0.654653670707977,0.133333333333333,4
"336",1073,0.377964473009227,0.265165042944955,2
"337",1075,0,0,1
"338",1078,0.471404520791032,0.147441956154897,1
"339",1083,0.707106781186548,0.311085508419128,4
"340",1084,0.267261241912424,0.098058067569092,4
"341",1088,0,0,4
"342",1096,0.316227766016838,0.0762492851663023,4
"343",1101,0.534522483824849,0,3
"344",1105,0.408248290463863,0.21320071635561,4
"345",1111,0.288675134594813,0,4
"346",1120,0.707106781186547,0.220863052149693,4
"347",1121,0,0.0593390829096927,2
"348",1127,0.612372435695795,0.227429413073671,3
"349",1131,0.158113883008419,0,4
"350",1133,0,0,1
"351",1134,0.223606797749979,0,4
"352",1136,0.316227766016838,0.121267812518166,4
"353",1137,0.5,0,4
"354",1145,0.267261241912424,0.162221421130763,4
"355",1150,0.353553390593274,0.184114923579665,4
"356",1152,0.426401432711221,0.25,4
"357",1153,0.707106781186547,0.160128153805087,4
"358",1154,0.632455532033676,0,4
"359",1157,0.316227766016838,0.134839972492648,4
"360",1158,0.774596669241483,0.190117275157343,4
"361",1162,0.223606797749979,0,4
"362",1164,0.258198889747161,0,4
"363",1168,0.316227766016838,0.162221421130763,2
"364",1171,0.316227766016838,0.125,4
"365",1172,0,0,2
"366",1174,0,0.0700140042014005,3
"367",1175,0.25,0.105409255338946,4
"368",1176,0.612372435695795,0.333333333333333,4
"369",1177,0.408248290463863,0.14142135623731,4
"370",1178,0,0.17817416127495,3
"371",1179,0.577350269189626,0,4
"372",1191,0.25,0,3
"373",1192,0,0.120385853085769,3
"374",1194,0.447213595499958,0.188982236504614,4
"375",1202,0.377964473009227,0.169030850945703,4
"376",1207,0,0.074535599249993,2
"377",1209,0,0.0707106781186548,3
"378",1215,0.534522483824849,0.223606797749979,4
"379",1219,0.5,0.110431526074847,4
"380",1221,0.288675134594813,0,4
"381",1223,0.707106781186547,0,2
"382",1233,0.447213595499958,0,2
"383",1237,0.348155311911396,0.134231211042805,4
"384",1240,0.707106781186547,0.316227766016838,4
"385",1246,0.353553390593274,0,4
"386",1249,0,0,4
"387",1250,0.5,0.111803398874989,1
"388",1256,0.288675134594813,0.294883912309794,2
"389",1259,0.348155311911396,0.0531494003452734,4
"390",1261,0.534522483824849,0.185695338177052,2
"391",1268,0.707106781186548,0,3
"392",1272,0.316227766016838,0.342997170285018,4
"393",1273,0.316227766016838,0.377964473009227,4
"394",1274,0.288675134594813,0.133630620956212,4
"395",1277,0.612372435695795,0.244948974278318,4
"396",1285,0.755928946018454,0,3
"397",1288,0,0,4
"398",1290,0.471404520791032,0.308606699924184,3
"399",1291,0.21320071635561,0,3
"400",1293,0.316227766016838,0,4
"401",1294,0.235702260395516,0.117851130197758,3
"402",1296,0.534522483824849,0,4
"403",1304,0.182574185835055,0.0568880123988574,3
"404",1306,0.316227766016838,0,3
"405",1307,0.408248290463863,0.226455406828919,2
"406",1308,0.377964473009227,0.158113883008419,3
"407",1314,0,0,4
"408",1315,0.5,0.5,4
"409",1317,0.204124145231932,0,3
"410",1319,0.218217890235992,0.0657951694959769,1
"411",1323,0.316227766016838,0,4
"412",1324,0.632455532033676,0.353553390593274,4
"413",1325,0.632455532033676,0.125,4
"414",1328,0,0.254000254000381,2
"415",1332,0.288675134594813,0.198029508595335,2
"416",1334,0.204124145231932,0,3
"417",1335,0.534522483824849,0.294883912309794,4
"418",1338,0.288675134594813,0.14142135623731,4
"419",1344,0.632455532033676,0.242535625036333,4
"420",1345,0.462910049886276,0.193649167310371,4
"421",1353,0.288675134594813,0.222222222222222,2
"422",1354,0.632455532033676,0.154303349962092,4
"423",1358,0,0,3
"424",1360,0.654653670707977,0.223606797749979,2
"425",1361,0.277350098112615,0,4
"426",1363,0.632455532033676,0.133630620956212,4
"427",1366,0.288675134594813,0.144337567297406,4
"428",1367,0.447213595499958,0.0890870806374748,4
"429",1370,0.267261241912424,0,4
"430",1371,0,0,4
"431",1374,0.894427190999916,0,4
"432",1375,0.577350269189626,0,4
"433",1378,0.774596669241483,0.774596669241483,4
"434",1379,0.408248290463863,0,4
"435",1382,0.577350269189626,0,4
"436",1387,0.471404520791032,0.0936585811581694,2
"437",1388,0.387298334620742,0,3
"438",1389,0.204124145231932,0.0611990061362105,3
"439",1398,0.632455532033676,0,4
"440",1400,0.267261241912424,0,4
"441",1406,0,0,2
"442",1407,0.188982236504614,0,1
"443",1408,0.25,0,3
"444",1417,0.267261241912424,0,1
"445",1420,0.471404520791032,0,4
"446",1430,0.316227766016838,0,4
"447",1431,0.5,0,4
"448",1435,0,0,4
"449",1437,0.218217890235992,0.0793051585718144,1
"450",1444,0.25,0,4
"451",1446,0.5,0.282842712474619,4
"452",1450,0.288675134594813,0,2
"453",1451,0.436435780471985,0.182574185835055,2
"454",1456,0.447213595499958,0.21320071635561,3
"455",1461,0,0,2
"456",1462,0,0,4
"457",1463,0.235702260395516,0.471404520791032,4
"458",1465,0.267261241912424,0,3
"459",1467,0.577350269189626,0,4
"460",1472,0.612372435695795,0,4
"461",1476,0.707106781186548,0,4
"462",1477,0.188982236504614,0,3
"463",1478,0.384900179459751,0.0671156055214024,1
"464",1479,0.577350269189626,0.21320071635561,4
"465",1483,0.632455532033676,0.392232270276368,3
"466",1484,0.301511344577764,0,4
"467",1487,0.188982236504614,0.0581238193719096,2
"468",1489,0.447213595499958,0.229415733870562,3
"469",1492,0.632455532033676,0.202030508910442,4
"470",1493,0.288675134594813,0,2
"471",1495,0,0.121566134770966,4
"472",1496,0.5,0.174077655955698,4
"473",1501,0.267261241912424,0.14142135623731,2
"474",1502,0.632455532033676,0,2
"475",1509,0,0,2
"476",1514,0.408248290463863,0,4
"477",1517,0,0.0928476690885259,4
"478",1521,0,0,4
"479",1522,0.182574185835055,0.0927477791520337,1
"480",1525,0,0,4
"481",1528,0.471404520791032,0,4
"482",1537,0.632455532033676,0.202030508910442,4
"483",1541,0,0,1
"484",1543,0.522232967867094,0.346410161513775,3
"485",1545,0.5,0.175411603861406,4
"486",1547,0.5,0,4
"487",1549,0.447213595499958,0.154303349962092,4
"488",1554,0.632455532033676,0,4
"489",1558,0.447213595499958,0.140028008402801,2
"490",1563,0.216930457818656,0.173748897105228,2
"491",1571,0.5,0,3
"492",1573,0.436435780471985,0,4
"493",1574,0.707106781186547,0,4
"494",1576,0.632455532033676,0.353553390593274,4
"495",1579,0.577350269189626,0.267261241912424,4
"496",1581,0.774596669241483,0,4
"497",1582,0.707106781186547,0.308606699924184,4
"498",1585,0.365148371670111,0.146647115021353,4
"499",1586,0.182574185835055,0.0870388279778489,2
"500",1588,0.392232270276368,0.149071198499986,4
"501",1593,0.21320071635561,0,4
"502",1604,0.408248290463863,0,3
"503",1610,0.387298334620742,0,4
"504",1613,0.534522483824849,0.147441956154897,4
"505",1614,0.288675134594813,0.147441956154897,4
"506",1617,0.471404520791032,0.136082763487954,3
"507",1618,0.471404520791032,0.152498570332605,4
"508",1622,0.316227766016838,0.0749531688995861,3
"509",1632,0,0,3
"510",1637,0,0,3
"511",1638,0.577350269189626,0.229415733870562,4
"512",1639,0.530330085889911,0.0693375245281536,3
"513",1642,0.316227766016838,0.0912870929175277,4
"514",1643,0,0,3
"515",1648,0.447213595499958,0,4
"516",1649,0.316227766016838,0.188982236504614,4
"517",1650,0.408248290463863,0.173205080756888,3
"518",1656,0.471404520791032,0.294883912309794,4
"519",1659,0.471404520791032,0,4
"520",1660,0,0,4
"521",1673,0,0,3
"522",1678,0.516397779494322,0.103695169473043,2
"523",1680,0.447213595499958,0,4
"524",1685,0.288675134594813,0.235702260395516,4
"525",1690,0.534522483824849,0,4
"526",1691,0.707106781186548,0.311085508419128,4
"527",1693,0.316227766016838,0.288675134594813,4
"528",1695,0.158113883008419,0,3
"529",1699,0.447213595499958,0,4
"530",1700,0.348155311911396,0,4
"531",1701,0.547722557505166,0.408248290463863,4
"532",1703,0.5,0,2
"533",1710,0.577350269189626,0.14142135623731,4
"534",1711,0.316227766016838,0,3
"535",1712,0.384900179459751,0.280056016805602,4
"536",1714,0.301511344577764,0.188982236504614,4
"537",1715,0.267261241912424,0,1
"538",1716,0.267261241912424,0.147441956154897,2
"539",1717,0.377964473009227,0,4
"540",1718,0.577350269189626,0,4
"541",1719,0.267261241912424,0.138675049056307,2
"542",1723,0.577350269189626,0,4
"543",1724,0.353553390593274,0.109108945117996,2
"544",1728,0.5,0,4
"545",1729,0.577350269189626,0.342997170285018,4
"546",1731,0.416025147168922,0.18190171877725,4
"547",1737,0,0.121267812518166,1
"548",1741,0.408248290463863,0,4
"549",1742,0.316227766016838,0.162221421130763,4
"550",1745,0.577350269189626,0,4
"551",1748,0.632455532033676,0.534522483824849,4
"552",1753,0.316227766016838,0.1,2
"553",1755,0.353553390593274,0.116247638743819,2
"554",1760,0.666666666666667,0.348155311911396,4
"555",1761,0.577350269189626,0.133630620956212,4
"556",1762,0.554700196225229,0,4
"557",1763,0.333333333333333,0.255376959227625,4
"558",1764,0.534522483824849,0.188982236504614,2
"559",1765,0.246182981958665,0,1
"560",1774,0.384900179459751,0,2
"561",1776,0.471404520791032,0.0690065559342354,4
"562",1782,0.516397779494322,0.182574185835055,2
"563",1785,0.408248290463863,0.198029508595335,4
"564",1786,0.235702260395516,0.138013111868471,1
"565",1787,0,0,4
"566",1795,0,0,1
"567",1798,0.447213595499958,0.0990147542976674,2
"568",1803,0.447213595499958,0.131306432859723,4
"569",1805,0.235702260395516,0.150755672288882,3
"570",1818,0.365148371670111,0.298142396999972,2
"571",1821,0.277350098112615,0,2
"572",1826,0.316227766016838,0.254000254000381,4
"573",1832,0.577350269189626,0.104541674697863,1
"574",1835,0.258198889747161,0.110096376512636,2
"575",1839,0.408248290463863,0.180333926933486,4
"576",1840,0.577350269189626,0.155230105141267,4
"577",1843,0.218217890235992,0,1
"578",1845,0,0,4
"579",1851,0.204124145231932,0,4
"580",1855,0.258198889747161,0.154303349962092,2
"581",1856,0,0,1
"582",1868,0.316227766016838,0.144337567297406,4
"583",1869,0.632455532033676,0,4
"584",1870,0.471404520791032,0.162221421130763,4
"585",1872,0.21320071635561,0,2
"586",1874,0.288675134594813,0,3
"587",1876,0.223606797749979,0,4
"588",1877,0,0,1
"589",1878,0.471404520791032,0.408248290463863,4
"590",1881,0.707106781186548,0.321633760451338,3
"591",1883,0.267261241912424,0,4
"592",1889,0.654653670707977,0.210042012604201,3
"593",1890,0.25,0.154303349962092,4
"594",1891,0.471404520791032,0.218217890235992,4
"595",1894,0.707106781186547,0.232495277487639,3
"596",1895,0.632455532033676,0,3
"597",1896,0.632455532033676,0.21320071635561,4
"598",1897,0.632455532033676,0.172773685116272,4
"599",1898,0,0,4
"600",1904,0.577350269189626,0.119522860933439,2
"601",1906,0.534522483824849,0.324442842261525,4
"602",1910,0.353553390593274,0.353553390593274,4
"603",1912,0.632455532033676,0.220863052149693,4
"604",1913,0.577350269189626,0,4
"605",1916,0.5,0.204124145231932,4
"606",1918,0.408248290463863,0.235702260395516,4
"607",1927,0.384900179459751,0,4
"608",1928,0.5,0.163299316185545,2
"609",1936,0.5,0.11322770341446,4
"610",1937,0.471404520791032,0.121267812518166,2
"611",1939,0.5,0.328797974610715,4
"612",1943,0.577350269189626,0.23094010767585,4
"613",1944,0,0.121267812518166,2
"614",1945,0.131306432859723,0.0845154254728517,3
"615",1951,0,0.115470053837925,3
"616",1954,0.316227766016838,0.282842712474619,2
"617",1957,0,0,2
"618",1961,0.534522483824849,0.294883912309794,4
"619",1962,0.612372435695795,0.166666666666667,4
"620",1964,0.577350269189626,0,4
"621",1971,0.577350269189626,0,4
"622",1984,0,0.154303349962092,1
"623",1994,0.534522483824849,0.215665546406877,4
"624",1997,0.654653670707977,0,4
"625",1999,0.25,0.145864991497895,2
"626",2000,0.707106781186548,0.2,4
"627",2005,0.530330085889911,0.204124145231932,2
"628",2018,0.223606797749979,0,2
"629",2020,0,0.0559016994374947,2
"630",2023,0.577350269189626,0.282842712474619,4
"631",2026,0.447213595499958,0.272165526975909,2
"632",2027,0.654653670707977,0,4
"633",2035,0.577350269189626,0.218217890235992,4
"634",2036,0.522232967867094,0.227429413073671,4
"635",2041,0.447213595499958,0.107211253483779,4
"636",2043,0.365148371670111,0,3
"637",2046,0.471404520791032,0.208514414057075,4
"638",2047,0.267261241912424,0.182574185835055,3
"639",2049,0.471404520791032,0.180333926933486,2
"640",2051,0,0,1
"641",2055,0.577350269189626,0.333333333333333,4
"642",2058,0.267261241912424,0.277350098112615,4
"643",2063,0.577350269189626,0,4
"644",2065,0.471404520791032,0.226455406828919,4
"645",2067,0.408248290463863,0,2
"646",2068,0.534522483824849,0.308606699924184,3
"647",2075,0.436435780471985,0,4
"648",2077,0.353553390593274,0.145864991497895,2
"649",2078,0.436435780471985,0.123091490979333,4
"650",2079,0,0,2
"651",2080,0.316227766016838,0.161164592805076,4
"652",2091,0.632455532033676,0.365148371670111,4
"653",2092,0.426401432711221,0.408248290463863,1
"654",2093,0.471404520791032,0,4
"655",2099,0.547722557505166,0,4
"656",2101,0.288675134594813,0,3
"657",2102,0.5,0.136082763487954,4
"658",2106,0,0,3
"659",2107,0.577350269189626,0.277350098112615,4
"660",2115,0.534522483824849,0.202030508910442,2
"661",2118,0.436435780471985,0,3
"662",2119,0.612372435695795,0.255376959227625,4
"663",2121,0.577350269189626,0.116247638743819,4
"664",2130,0.288675134594813,0,1
"665",2132,0.392232270276368,0.365148371670111,3
"666",2133,0,0,4
"667",2136,0.267261241912424,0.117851130197758,4
"668",2137,0.267261241912424,0.171498585142509,4
"669",2138,0.21320071635561,0,2
"670",2154,0.316227766016838,0.196116135138184,2
"671",2165,0.408248290463863,0.235702260395516,3
"672",2166,0.471404520791032,0.186771841909407,3
"673",2167,0.534522483824849,0,4
"674",2168,0.707106781186547,0.239045721866879,4
"675",2172,0.5,0.215665546406877,3
"676",2173,0.204124145231932,0.107832773203438,4
"677",2176,0.447213595499958,0.246182981958665,4
"678",2177,0.654653670707977,0.18490006540841,4
"679",2178,0.333333333333333,0.204124145231932,4
"680",2183,0.288675134594813,0,4
"681",2184,0.316227766016838,0,4
"682",2190,0.577350269189626,0.229415733870562,4
"683",2193,0.2,0.0681994339470473,4
"684",2198,0.632455532033676,0.192450089729875,4
"685",2200,0,0.121267812518166,4
"686",2204,0.707106781186547,0.105409255338946,4
"687",2208,0.384900179459751,0,4
"688",2209,0.516397779494322,0.14213381090374,4
"689",2217,0.612372435695795,0.420084025208403,4
"690",2221,0.144337567297406,0.160128153805087,3
"691",2222,0.522232967867094,0,4
"692",2223,0.471404520791032,0,4
"693",2228,0.223606797749979,0.107832773203438,2
"694",2231,0.632455532033676,0.226455406828919,4
"695",2235,0.522232967867094,0,4
"696",2238,0,0,1
"697",2244,0.235702260395516,0,2
